Business Name,Price,Address,Rating,Image URL
"Souvlaki's Greek Skewers","$$","577 W Alma Ave","4.4","https://s3-media2.fl.yelpcdn.com/bphoto/z4r8S3Ib8husncAgEa5Ozg/o.jpg"
"ACHILLES","$$","2521 Newhall St","4.6","https://s3-media4.fl.yelpcdn.com/bphoto/K4xvAFIcgg8ZlOSVadAjVQ/o.jpg"
"Nick The Greek","$$","143 W Santa Clara St","3.9","https://s3-media4.fl.yelpcdn.com/bphoto/2mHkJAi-5J2k9kj10z1Fxg/o.jpg"
"Tasso's Restaurant & Bar","$$","1530 Southwest Expy","4","https://s3-media1.fl.yelpcdn.com/bphoto/fdkNlnsYuekNLbN6Fp8ifg/o.jpg"
"Opa!","$$","1100 Lincoln Ave","3.6","https://s3-media1.fl.yelpcdn.com/bphoto/9jCc-fZk907bsoHmad7evQ/o.jpg"
"Nick the Greek","$$","1399 Lincoln Ave","4.1","https://s3-media2.fl.yelpcdn.com/bphoto/8iGv42zXAlovt5V3LignHg/o.jpg"
"Greek Spot","$$","5685 Cottle Rd","4.4","https://s3-media3.fl.yelpcdn.com/bphoto/qSS_p73jBFxS0afqGwQfxw/o.jpg"
"Nick The Greek","$$","5019 Almaden Expy","3.9","https://s3-media2.fl.yelpcdn.com/bphoto/bL-Klid5pxPicjlfRcO0lQ/o.jpg"
"El Greco Grill","$$","2325 S Winchester Blvd","4.3","https://s3-media2.fl.yelpcdn.com/bphoto/NyyZWw8RcO-tQ1Snxw9XHQ/o.jpg"
"Yiassoo","$$","2180 S Bascom Ave","4","https://s3-media2.fl.yelpcdn.com/bphoto/VsOnciUi3_cKoEjs_bJ6Lg/o.jpg"
"Halal Gyro Express","$","3730 N 1st St","4.1","https://s3-media2.fl.yelpcdn.com/bphoto/2r7LGibo2okw07dZqHw7IA/o.jpg"
"Nick the Greek","$$","2223 Business Cir","3.9","https://s3-media2.fl.yelpcdn.com/bphoto/9N0bPE8IbnIsnXz5InMMHw/o.jpg"
"Garlic Mediterranean Grill","$$","2786 Homestead Rd","4.2","https://s3-media3.fl.yelpcdn.com/bphoto/XcYQveE94GAe2TjlvN12XQ/o.jpg"
"365 Mediterranean","N/A","1711 Branham Ln","4.5","https://s3-media2.fl.yelpcdn.com/bphoto/uU3429FzCVYwzPIkAGQTsQ/o.jpg"
"Nick The Greek","$$","125 Bernal Rd","3.8","https://s3-media3.fl.yelpcdn.com/bphoto/yaC_aKZ7Gr1YSbsxfD6f3Q/o.jpg"
"Dio Deka","$$$$","210 E Main St","4.1","https://s3-media2.fl.yelpcdn.com/bphoto/yWdx-qDRR3iN7s-58vDNoQ/o.jpg"
"Royal Kebabs & Gyros","$$","1712 W Campbell Ave","4.4","https://s3-media4.fl.yelpcdn.com/bphoto/U41BKTRy59oTIEFs-wgVxg/o.jpg"
"Athena Grill","$$","1505 Space Park Dr","4.1","https://s3-media2.fl.yelpcdn.com/bphoto/HPMdvIK9RkMbeW2HIRg6OQ/o.jpg"
"Opa! Authentic Greek - Campbell","$$","276 E Campbell Ave","3.6","https://s3-media3.fl.yelpcdn.com/bphoto/GYcbQ1_ye5oPBeOnfgDIGA/o.jpg"
"Agape Grill","$$","845 Stewart Dr","4.2","https://s3-media4.fl.yelpcdn.com/bphoto/tzvwRIiSNZLVtWYwQw2KDw/o.jpg"
